nombre,mes,ffmc,dmc,dc,isi,bui,fwi
San Marcos La Laguna,9,28.58802132182742,6.39197196372751,19.564727993229468,0.0027087973728736,7.036532879212535,0.0014396984010445
Santa Catarina Ixtahuacán,9,25.97409314981964,6.375643866382662,19.75605228547828,0.0013393304731582,7.056795093612846,0.0007113000069459541
San Pablo La Laguna,9,28.420968028479148,6.394759824973642,19.599221048254723,0.0025908101409235,7.043783751827173,0.0013775269275677
Santa Clara La Laguna,9,26.991579194966963,6.373778351108951,19.59877603811148,0.0016764286181397,7.030885418982594,0.0008902147469693562
Santa María Visitación,9,25.93450569736611,6.394973055173375,19.873928370678623,0.0011485229947237,7.088009439332795,0.0006129684936122097
San Juan La Laguna,9,25.76079025016229,6.404395264211333,19.97360011719925,0.0011093852239323,7.109519640621707,0.0005928141260953886
San Pedro La Laguna,9,25.512507338317132,6.427181320737914,20.19713028618281,0.0011108251327876,7.158657116530006,0.0005948550721396144
Santiago Atitlán,9,24.58729464095746,6.438602984491872,20.39190938354905,0.0007880552420333679,7.1963421406400485,0.00042323226185931933
San Lucas Tolimán,9,24.27697069603246,6.430891531043833,20.334230228739774,0.0006852922898403319,7.182653300595589,0.0003680138590321672
San Andrés Semetabaj,10,35.99384917887963,6.362450648159957,18.51121423584388,0.0189099974301047,6.843993256433935,0.009914308879693
Sololá,10,35.995185173023664,6.345969987041063,18.386842655542303,0.018241952883225,6.813213142326559,0.0095453238052829
Concepción,10,35.886324514190704,6.349514773040602,18.41068374157542,0.017760855732072,6.819350258685286,0.0092991756718068
Panajachel,10,35.60307299851281,6.346752893955006,18.40069460407381,0.0165019113596901,6.816044348744651,0.0086373011708481
Santa Catarina Palopó,10,33.031141342045444,6.362657620508154,18.676728666753824,0.0097018733606363,6.872181663424989,0.0050925768677922
San Antonio Palopó,10,32.46409076471842,6.370853764120299,18.778508255728912,0.0087726785761348,6.894093050335026,0.0046133276974825
Nahualá,10,30.92609888060777,6.331606701614901,18.626331862118704,0.009014080669712,6.8446734970463385,0.0047083318924339
