nombre,year,ndvi,evi2,nirv
San Pedro La Laguna,2021,0.8185604519731394,0.4514679752649839,0.2235151839643185
Santiago Atitlán,2021,0.8287894434167797,0.4479141647076986,0.2211989099707999
San Lucas Tolimán,2021,0.8127511706465036,0.4930520004677136,0.2496856166493225
San Andrés Semetabaj,2022,0.6477853030431059,0.3184223606308402,0.1427470704439186
Sololá,2022,0.6623800437623097,0.3459460510232877,0.1592501511453646
Concepción,2022,0.6902060295932684,0.353707891695741,0.1632960475979098
Panajachel,2022,0.6096929790762136,0.3034319696522582,0.1358361729388062
Santa Catarina Palopó,2022,0.6468921578925072,0.2982329132201876,0.130830291936814
San Antonio Palopó,2022,0.679852252278956,0.3525601185684335,0.1631782876470695
Nahualá,2022,0.7196535539579642,0.3981945091186386,0.1939046143283377
Santa Lucía Utatlán,2022,0.6628648569780866,0.3354072123963627,0.1534143466540039
San José Chacayá,2022,0.6729209827629342,0.3526451019859811,0.1626318847611293
Santa Cruz La Laguna,2022,0.684835345451396,0.3865413745349239,0.1833313929247433
San Marcos La Laguna,2022,0.7371907519512518,0.4224285941872766,0.2043560875832504
Santa Catarina Ixtahuacán,2022,0.8029680031310816,0.4633437232849345,0.2313111472629178
San Pablo La Laguna,2022,0.7487844485729522,0.4394191058548676,0.2156246774454225
Santa Clara La Laguna,2022,0.7382647451029545,0.4012249585004847,0.1915231942498481
Santa María Visitación,2022,0.8167227079490317,0.4340222215356388,0.2124583789131373
San Juan La Laguna,2022,0.780848313222078,0.416902262490654,0.2020460575386205
San Pedro La Laguna,2022,0.7899147453916653,0.4276513777579053,0.2089966053412617
Santiago Atitlán,2022,0.8110360200043859,0.439512389034585,0.2165889457804536
San Lucas Tolimán,2022,0.7818868484883691,0.4682777724484824,0.2337009098197481
San Andrés Semetabaj,2023,0.6714669494286404,0.3382413964160033,0.1540644044675065
Sololá,2023,0.6720621229984626,0.3592509934302014,0.167192223503078
Concepción,2023,0.715666481921477,0.3809165224703233,0.1796293134854341
Panajachel,2023,0.6320396695734846,0.3211023249578446,0.1458705232824535
Santa Catarina Palopó,2023,0.6758159416558646,0.3245315129531554,0.1456170201098001
San Antonio Palopó,2023,0.6837703608711065,0.3591094516232836,0.1670047785020404
Nahualá,2023,0.7315276862669027,0.4053772745426616,0.1970494182529094
Santa Lucía Utatlán,2023,0.6866591295818968,0.358889513935804,0.1666788116155695
San José Chacayá,2023,0.7069210275717196,0.3841923364346126,0.1810760513070191
Santa Cruz La Laguna,2023,0.7275196160164222,0.4214550050709793,0.2046709176939363
San Marcos La Laguna,2023,0.7687133801876153,0.4616500453605202,0.2294451904631275
Santa Catarina Ixtahuacán,2023,0.8070474204518352,0.4699571794890716,0.2350703858139241
San Pablo La Laguna,2023,0.7796754070876382,0.4749802671116801,0.2385807409119835
Santa Clara La Laguna,2023,0.7694827511482,0.4382011690243719,0.214605604065197
Santa María Visitación,2023,0.8224365516208169,0.4555188666307969,0.2259841454651162
San Juan La Laguna,2023,0.7946728113274245,0.441505013856215,0.2171305036833687
San Pedro La Laguna,2023,0.8037974381179581,0.4477300151827271,0.2209015896791171
Santiago Atitlán,2023,0.8152962669695265,0.4510216296632844,0.2225938908059852
San Lucas Tolimán,2023,0.787361762237941,0.4713651304195531,0.235372867785456
San Andrés Semetabaj,2024,0.6106749682134467,0.2922938755787477,0.1282972406355022
Sololá,2024,0.6135538658586485,0.3132607629407469,0.1411233441411509
Concepción,2024,0.663915158569579,0.3332719041674479,0.1514840246868546
Panajachel,2024,0.5672412873042739,0.2750376249637998,0.1199966256933558
Santa Catarina Palopó,2024,0.5406789117761069,0.2376059320443222,0.0982753221503935
San Antonio Palopó,2024,0.5906125464586311,0.2962130568353996,0.1317712352443557
Nahualá,2024,0.6902271758666302,0.3757992372587473,0.1799623470036233
Santa Lucía Utatlán,2024,0.6200458568151913,0.310042874773645,0.1394341004505134
San José Chacayá,2024,0.6323635499836591,0.3274661229829584,0.1488316809538057
Santa Cruz La Laguna,2024,0.6387518735325735,0.3484746482858066,0.1605244284686538
San Marcos La Laguna,2024,0.6946606880311522,0.3877733892525274,0.1833722344494081
Santa Catarina Ixtahuacán,2024,0.7740669494944106,0.4377399617061842,0.2143177625850295
San Pablo La Laguna,2024,0.7177171855700981,0.4118052559701433,0.1981818416462059
Santa Clara La Laguna,2024,0.7248972459803741,0.3933347820032148,0.1864299374790546
Santa María Visitación,2024,0.8002758971759868,0.4293634154949255,0.2081879327466549
San Juan La Laguna,2024,0.7644148590577036,0.4176256392669719,0.2018672167254392
San Pedro La Laguna,2024,0.7764454978457779,0.4281406939423731,0.2085723978455267
Santiago Atitlán,2024,0.7959142934230129,0.4341514897714754,0.2122039336869665
San Lucas Tolimán,2024,0.757012420666637,0.4418260679295619,0.2164853350070409
